"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"   433 Eros (A898 PA)",1.458,0.2228,10.83,304.27,178.93,1.133,1.78,1.76,46582,0,9130,4,2,10.39
"   887 Alinda (A918 AA)",2.474,0.5712,9.40,110.41,350.53,1.061,3.89,3.89,39281,0,5878,16,0,13.81
"  1036 Ganymed (A924 UB)",2.665,0.5332,26.68,215.44,132.50,1.244,4.09,4.35,36870,0,12606,0,1,9.18
"  1221 Amor (1932 EA1)",1.92,0.4346,11.87,171.24,26.76,1.085,2.75,2.66,33947,0,686,,,17.37
"  1566 Icarus (1949 MA)",1.078,0.8270,22.80,87.95,31.44,0.186,1.97,1.12,27807,0,1792,10,13,16.53
"  1580 Betulia (1950 KA)",2.195,0.4876,52.19,62.22,159.72,1.125,3.27,3.25,26640,0,2148,5,7,14.61
"  1620 Geographos (1951 RA)",1.246,0.3355,13.34,337.14,277.02,0.828,1.66,1.39,27046,0,8187,3,4,15.27
"  1627 Ivar (1929 SH)",1.863,0.3973,8.46,133.07,167.84,1.123,2.60,2.54,34962,0,14422,3,1,12.79
"  1685 Toro (1948 OA)",1.368,0.4360,9.38,274.21,127.28,0.771,1.96,1.6,28032,0,5072,7,2,14.28
"  1862 Apollo (1932 HA)",1.471,0.5599,6.35,35.54,286.05,0.647,2.29,1.78,34421,0,3473,8,9,16.08
"  1863 Antinous (1948 EA)",2.26,0.6063,18.38,345.55,269.07,0.890,3.63,3.4,27993,0,1375,,,15.46
"  1864 Daedalus (1971 FA)",1.461,0.6144,22.22,6.60,325.66,0.563,2.36,1.77,19770,0,6507,1,0,14.84
"  1865 Cerberus (1971 UA)",1.08,0.4669,16.10,212.88,325.29,0.576,1.58,1.12,19679,0,2400,,,16.79
"  1866 Sisyphus (1972 XA)",1.893,0.5381,41.21,63.45,293.10,0.875,2.91,2.61,25677,0,9672,0,1,12.48
"  1915 Quetzalcoatl (1953 EA)",2.545,0.5702,20.40,162.92,347.76,1.094,4.00,4.06,24702,0,55,0,1,18.38
"  1916 Boreas (1953 RA)",2.273,0.4492,12.88,340.60,335.85,1.252,3.29,3.43,26331,0,3465,,,14.92
"  1917 Cuyo (1968 AA)",2.149,0.5055,23.96,188.27,194.55,1.063,3.24,3.15,25947,0,4115,0,2,14.38
"  1943 Anteros (1973 EC)",1.431,0.2559,8.71,246.29,338.44,1.064,1.80,1.71,19167,0,5768,,,15.69
"  1980 Tezcatlipoca (1950 LA)",1.709,0.3647,26.87,246.54,115.47,1.086,2.33,2.23,27371,0,8203,,,13.81
"  1981 Midas (1973 EA)",1.776,0.6505,39.82,356.79,267.84,0.621,2.93,2.37,19204,0,2297,6,1,15.25
"  2061 Anza (1960 UA)",2.265,0.5356,3.80,207.35,157.11,1.052,3.48,3.41,23689,0,1909,,,16.70
"  2062 Aten (1976 AA)",0.967,0.1829,18.94,108.53,148.08,0.790,1.14,0.951,23339,0,1024,5,2,17.11
"  2063 Bacchus (1977 HB)",1.078,0.3494,9.43,33.04,55.35,0.701,1.45,1.12,17584,0,1561,7,5,17.21
"  2100 Ra-Shalom (1978 RA)",0.832,0.4365,15.76,170.76,356.08,0.469,1.20,0.759,18258,0,4002,9,2,16.25
"  2101 Adonis (1936 CA)",1.874,0.7641,1.32,349.41,43.71,0.442,3.31,2.57,32656,0,149,0,5,18.69
"  2102 Tantalus (1975 YA)",1.29,0.2994,64.01,94.35,61.50,0.904,1.68,1.47,18167,0,2154,1,0,16.00
"  2201 Oljato (1947 XC)",2.179,0.7107,2.52,74.86,98.37,0.630,3.73,3.22,34265,0,1847,0,5,15.32
"  2212 Hephaistos (1978 SB)",2.168,0.8347,11.20,26.57,210.46,0.358,3.98,3.19,17173,0,4453,,,13.50
"  2340 Hathor (1976 UA)",0.8439,0.4499,5.86,211.28,40.12,0.464,1.22,0.775,16477,0,572,4,3,20.43
"  2368 Beltrovata (1977 RA)",2.105,0.4134,5.22,287.29,43.05,1.235,2.98,3.05,17425,0,2312,,,15.15
"  2608 Seneca (1978 DA)",2.53,0.5647,14.43,166.42,38.71,1.102,3.96,4.03,16284,1,83,,,17.48
"  3102 Krok (1981 QA)",2.151,0.4492,8.44,172.05,154.75,1.185,3.12,3.16,16092,0,2861,,,16.16
"  3103 Eger (1982 BB)",1.404,0.3542,20.93,129.73,254.10,0.907,1.90,1.66,15813,0,8413,1,3,15.30
"  3122 Florence (1981 ET3)",1.769,0.4232,22.14,336.04,27.88,1.020,2.52,2.35,16876,0,9973,6,0,14.08
"  3199 Nefertiti (1982 RA)",1.575,0.2841,32.96,339.97,53.44,1.127,2.02,1.98,15656,0,4138,0,1,14.99
"  3200 Phaethon (1983 TB)",1.271,0.8897,22.31,265.10,322.31,0.140,2.40,1.43,15317,0,8100,8,0,14.39
"  3288 Seleucus (1982 DV)",2.034,0.4545,5.93,218.58,349.40,1.110,2.96,2.9,15707,0,2813,,,15.34
"  3360 Syrinx (1981 VA)",2.466,0.7474,21.07,242.24,63.71,0.623,4.31,3.87,15790,0,671,,,16.04
"  3361 Orpheus (1982 HR)",1.21,0.3232,2.65,188.44,302.65,0.819,1.60,1.33,15868,0,2796,2,0,19.56
"  3362 Khufu (1984 QA)",0.9895,0.4685,9.92,152.40,55.09,0.526,1.45,0.984,7394,1,262,,,18.52
"  3551 Verenia (1983 RD)",2.093,0.4868,9.51,173.77,193.30,1.074,3.11,3.03,15267,0,647,,,16.72
"  3552 Don Quixote (1983 SA)",4.27,0.7073,31.05,349.97,316.49,1.250,7.29,8.82,15179,0,1470,,,13.04
"  3554 Amun (1986 EB)",0.974,0.2806,23.36,358.60,359.41,0.701,1.25,0.961,12044,0,1979,,,15.91
"  3671 Dionysus (1984 KD)",2.197,0.5438,13.53,82.02,204.43,1.002,3.39,3.26,14798,0,1125,,,16.49
"  3691 Bede (1982 FT)",1.774,0.2845,20.35,348.69,235.06,1.270,2.28,2.36,18380,0,8120,,,14.93
"  3752 Camillo (1985 PA)",1.414,0.3015,55.56,147.95,312.23,0.987,1.84,1.68,18145,0,3246,4,4,15.15
"  3753 Cruithne (1986 TO)",0.9978,0.5149,19.80,126.19,43.88,0.484,1.51,0.997,18980,0,1657,,,15.44
"  3757 Anagolay (1982 XB)",1.835,0.4459,3.87,74.93,17.24,1.017,2.65,2.48,15208,0,211,0,2,19.01
"  3908 Nyx (1980 PA)",1.928,0.4590,2.19,261.19,126.66,1.043,2.81,2.68,16395,0,1985,15,1,17.45
"  3988 Huma (1986 LA)",1.545,0.3167,10.77,229.78,86.96,1.055,2.03,1.92,13904,0,680,,,17.94
"  4015 Wilson-Harrington (1979 VA)",2.626,0.6309,2.80,266.72,95.52,0.969,4.28,4.26,27524,0,1521,,,16.19
"  4034 Vishnu (1986 PA)",1.059,0.4440,11.17,157.86,296.70,0.589,1.53,1.09,14206,0,1296,0,1,18.49
"  4055 Magellan (1985 DO2)",1.82,0.3260,23.25,164.81,154.38,1.227,2.41,2.46,14866,0,11042,,,14.93
"  4179 Toutatis (1989 AC)",2.543,0.6247,0.45,125.37,277.86,0.954,4.13,4.06,33325,0,7111,35,27,15.29
"  4183 Cuno (1959 LM)",1.981,0.6362,6.67,294.35,237.02,0.721,3.24,2.79,24227,0,4001,1,0,14.16
"  4197 Morpheus (1982 TA)",2.295,0.7725,12.60,6.98,122.58,0.522,4.07,3.48,25868,0,1212,4,2,14.97
"  4341 Poseidon (1987 KF)",1.834,0.6801,11.84,108.02,15.83,0.587,3.08,2.48,13943,0,926,,,16.08
"  4401 Aditi (1985 TB)",2.584,0.5634,26.62,22.75,68.19,1.128,4.04,4.15,13625,0,1318,,,16.12
"  4486 Mithra (1987 SB)",2.206,0.6600,3.03,82.18,169.26,0.750,3.66,3.28,13851,0,1923,8,9,15.61
"  4544 Xanthus (1989 FB)",1.042,0.2501,14.14,23.94,333.84,0.781,1.30,1.06,13171,0,2631,0,1,17.37
"  4660 Nereus (1982 DB)",1.485,0.3588,1.45,313.11,159.54,0.952,2.02,1.81,15434,0,4994,20,17,18.75
"  4688 (1980 WF)",2.233,0.5179,6.37,241.23,213.83,1.077,3.39,3.34,14739,0,332,,,19.60
"  4769 Castalia (1989 PB)",1.063,0.4832,8.89,325.50,121.45,0.549,1.58,1.1,13146,0,654,8,6,17.40
"  4954 Eric (1990 SQ)",2.001,0.4494,17.43,358.40,52.62,1.102,2.90,2.83,18292,0,7342,,,12.56
"  4957 Brucemurray (1990 XJ)",1.565,0.2188,35.01,254.88,97.46,1.223,1.91,1.96,18103,0,2551,,,15.05
"  5143 Heracles (1991 VL)",1.835,0.7712,8.98,309.10,228.21,0.420,3.25,2.49,26239,0,4953,1,0,14.06
"  5332 Davidaguilar (1990 DA)",2.163,0.4556,25.52,142.76,306.09,1.178,3.15,3.18,18899,0,7427,,,14.96
"  5370 Taranis (1986 RA)",3.318,0.6370,19.17,177.78,161.28,1.205,5.43,6.04,14070,0,360,,,15.23
"  5381 Sekhmet (1991 JY)",0.9474,0.2964,48.97,58.53,37.43,0.667,1.23,0.922,12493,0,903,1,0,16.72
"  5587 (1990 SB)",2.401,0.5443,18.04,189.28,87.61,1.094,3.71,3.72,26013,0,5054,,,13.89
"  5604 (1992 FE)",0.93,0.4065,4.70,311.94,82.77,0.552,1.31,0.897,14660,0,1214,6,0,17.38
"  5645 (1990 SP)",1.355,0.3873,13.51,45.70,48.28,0.830,1.88,1.58,18196,0,1719,0,1,17.23
"  5646 (1990 TR)",2.144,0.4358,7.91,14.07,335.82,1.210,3.08,3.14,12448,0,2538,,,15.51
"  5653 Camarillo (1992 WD5)",1.794,0.3044,6.87,9.88,122.65,1.248,2.34,2.4,18811,0,3926,,,16.22
"  5731 Zeus (1988 VP4)",2.265,0.6524,11.20,280.59,218.44,0.787,3.74,3.41,13531,0,1596,,,15.47
"  5751 Zao (1992 AC)",2.101,0.4253,16.07,121.63,25.44,1.208,3.00,3.05,13052,0,2878,,,14.94
"  5797 Bivoj (1980 AA)",1.894,0.4443,4.19,298.91,168.66,1.052,2.74,2.61,15950,0,458,,,18.89
"  5828 (1991 AM)",1.698,0.6949,30.18,125.34,152.87,0.518,2.88,2.21,12461,0,1527,,,15.96
"  5836 (1993 MF)",2.439,0.5383,7.93,238.59,78.15,1.126,3.75,3.81,15979,0,2340,,,14.99
"  5863 Tara (1983 RB)",2.221,0.5073,19.51,168.68,115.72,1.094,3.35,3.31,15000,0,1476,,,15.84
"  6050 Miwablock (1992 AE)",2.202,0.4372,6.41,88.15,285.00,1.239,3.16,3.27,26357,0,3255,,,14.94
"  6053 (1993 BW3)",2.147,0.5284,21.58,318.22,74.95,1.013,3.28,3.15,17865,0,3314,,,15.10
"  6063 Jason (1984 KB)",2.22,0.7625,4.96,169.01,337.63,0.527,3.91,3.31,23683,0,1327,7,3,16.02
"  6178 (1986 DA)",2.814,0.5848,4.31,64.48,127.47,1.168,4.46,4.72,17602,0,1368,1,1,15.71
"  6455 (1992 HE)",2.24,0.5729,37.34,26.89,262.74,0.957,3.52,3.35,13060,0,5448,,,14.08
"  6489 Golevka (1991 JX)",2.477,0.6188,2.26,208.71,69.53,0.944,4.01,3.9,8968,0,1017,20,20,19.22
"  6611 (1993 VW)",1.696,0.4845,8.70,230.76,281.61,0.874,2.52,2.21,15596,0,1935,,,16.82
"  7025 (1993 QA)",1.476,0.3150,12.61,146.59,323.48,1.011,1.94,1.79,10919,0,963,3,0,18.08
"  7088 Ishtar (1992 AA)",1.981,0.3903,8.30,102.61,354.78,1.208,2.75,2.79,15918,0,1463,,,16.84
"  7092 Cadmus (1992 LC)",2.545,0.6937,17.79,56.70,94.78,0.780,4.31,4.06,16492,0,1458,,,15.12
"  7335 (1989 JA)",1.773,0.4845,15.16,61.26,232.34,0.914,2.63,2.36,12808,0,2553,4,4,17.70
"  7341 (1991 VK)",1.842,0.5061,5.41,294.72,173.51,0.910,2.77,2.5,11636,0,2375,10,3,16.96
"  7350 (1993 VA)",1.356,0.3912,7.26,133.04,336.71,0.826,1.89,1.58,22185,0,2074,,,17.16
"  7482 (1994 PC1)",1.349,0.3294,33.47,117.85,47.49,0.904,1.79,1.57,18595,0,2080,1,2,16.58
"  7822 (1991 CS)",1.123,0.1646,37.12,156.84,249.46,0.938,1.31,1.19,11845,0,3809,0,4,17.34
"  7839 (1994 ND)",2.165,0.5186,27.12,102.50,228.30,1.042,3.29,3.19,10752,0,202,,,17.83
"  7888 (1993 UC)",2.439,0.6632,26.08,165.87,323.04,0.821,4.06,3.81,12427,0,1430,5,0,15.19
"  7889 (1994 LX)",1.262,0.3463,36.91,111.26,349.20,0.825,1.70,1.42,17560,0,6482,2,2,15.24
"  8013 Gordonmoore (1990 KA)",2.2,0.4321,7.60,105.34,147.40,1.249,3.15,3.26,26758,0,814,,,17.09
"  8014 (1990 MF)",1.748,0.4560,1.87,209.82,114.77,0.951,2.54,2.31,12294,0,1282,9,12,18.88
"  8201 (1994 AH2)",2.54,0.7061,9.54,164.08,25.11,0.746,4.33,4.05,15997,0,918,0,1,15.94
"  8566 (1996 EN)",1.506,0.4304,37.98,164.09,125.16,0.858,2.15,1.85,15282,0,3649,,,16.47
"  8567 (1996 HW1)",2.046,0.4491,8.45,177.09,177.28,1.127,2.96,2.93,25599,0,5510,6,6,15.36
"  9162 Kwiila (1987 OA)",1.497,0.5955,9.01,179.98,235.85,0.605,2.39,1.83,13862,0,786,,,18.01
"  9202 (1993 PB)",1.424,0.6078,40.80,315.89,212.36,0.558,2.29,1.7,11713,0,2205,,,16.10
"  9400 (1994 TW1)",2.588,0.5807,35.98,3.35,62.17,1.085,4.09,4.16,12430,0,2285,,,14.84
"  9856 (1991 EE)",2.243,0.6258,9.83,168.10,116.20,0.839,3.65,3.36,12621,0,1330,3,1,17.11
" 10115 (1992 SK)",1.249,0.3249,15.32,8.87,233.74,0.843,1.65,1.4,26031,0,2326,10,7,17.10
" 10165 (1995 BL2)",1.235,0.5039,23.90,312.42,348.47,0.613,1.86,1.37,12423,0,1382,,,17.36
" 10636 (1998 QK56)",1.885,0.5128,13.57,172.92,286.34,0.918,2.85,2.59,25608,0,877,1,0,17.70
" 11066 Sigurd (1992 CC1)",1.392,0.3754,36.88,349.22,22.02,0.869,1.91,1.64,18013,0,2680,4,1,15.17
" 11398 (1998 YP11)",1.721,0.3891,15.02,144.71,74.77,1.051,2.39,2.26,15308,0,3679,,,16.38
" 11405 (1999 CV3)",1.46,0.3938,22.86,141.22,96.45,0.885,2.03,1.76,16953,0,7282,,,15.22
" 11500 Tomaiyowit (1989 UR)",1.08,0.3558,10.31,234.38,289.52,0.696,1.46,1.12,13127,0,1254,0,1,18.36
" 11885 Summanus (1990 SS)",1.703,0.4745,19.43,359.76,116.23,0.895,2.51,2.22,12032,0,397,,,18.52
" 12538 (1998 OH)",1.542,0.4059,24.54,220.69,321.79,0.916,2.17,1.91,13919,0,11563,0,1,15.96
" 12923 Zephyr (1999 GK4)",1.962,0.4927,5.31,168.08,147.21,0.995,2.93,2.75,25506,0,2889,,,15.80
" 13651 (1997 BR)",1.336,0.3057,17.25,116.63,133.85,0.927,1.74,1.54,16670,0,1098,0,2,17.89
" 14402 (1991 DB)",1.715,0.4017,11.41,158.14,51.53,1.026,2.40,2.25,12641,0,693,,,18.77
" 14827 Hypnos (1986 JK)",2.851,0.6643,1.97,57.73,238.64,0.957,4.74,4.81,14112,0,375,0,10,18.81
" 16064 Davidharvey (1999 RH27)",2.851,0.5893,4.54,335.53,104.81,1.171,4.53,4.81,10726,0,1054,,,16.86
" 16834 (1997 WU22)",1.468,0.4422,16.00,260.75,334.40,0.819,2.12,1.78,13509,0,4724,1,0,15.75
" 17182 (1999 VU)",1.387,0.5534,9.27,333.48,203.22,0.619,2.15,1.63,17608,0,1470,,,17.14
" 17188 (1999 WC2)",2.216,0.6367,29.45,269.76,287.22,0.805,3.63,3.3,12565,0,775,1,0,16.40
" 17274 (2000 LC16)",2.731,0.5541,5.57,305.70,21.32,1.218,4.24,4.51,24909,0,1926,,,16.87
" 19356 (1997 GH3)",2.512,0.5578,3.01,186.46,334.14,1.111,3.91,3.98,11893,0,575,,,17.00
" 19764 (2000 NF5)",2.233,0.4447,1.33,281.38,9.87,1.240,3.23,3.34,12564,0,3170,,,16.11
" 20460 Robwhiteley (1999 LO28)",1.877,0.4118,33.95,279.99,283.74,1.104,2.65,2.57,25841,0,5525,,,15.42
" 20826 (2000 UV13)",2.418,0.6365,31.93,347.29,198.69,0.879,3.96,3.76,26297,0,3755,,,13.85
" 21088 Chelyabinsk (1992 BL2)",1.706,0.2387,38.46,297.83,27.20,1.299,2.11,2.23,12841,0,7641,,,14.36
" 22099 (2000 EX106)",1.104,0.2763,9.85,136.43,186.57,0.799,1.41,1.16,11016,0,2341,,,18.09
" 23183 (2000 OY21)",1.824,0.4009,40.98,119.63,301.49,1.093,2.56,2.46,11037,0,1359,,,16.06
" 23606 (1996 AS1)",1.751,0.3609,14.36,296.60,357.66,1.119,2.38,2.32,14140,0,746,,,18.39
" 25143 Itokawa (1998 SF36)",1.324,0.2802,1.62,69.08,162.85,0.953,1.70,1.52,9588,0,1025,21,18,19.26
" 25330 (1999 KV4)",1.541,0.3709,14.33,50.51,86.10,0.969,2.11,1.91,16755,0,2813,,,16.74
" 25916 (2001 CP44)",2.558,0.4998,15.76,94.64,199.70,1.279,3.84,4.09,9649,0,3832,,,13.77
" 26760 (2001 KP41)",2.854,0.5570,11.01,146.25,155.14,1.264,4.44,4.82,10782,0,2195,,,15.49
" 26817 (1987 QB)",2.806,0.5937,3.50,153.16,156.61,1.140,4.47,4.7,12226,0,108,,,19.49
" 27346 (2000 DN8)",1.875,0.3990,36.95,135.18,269.29,1.127,2.62,2.57,16823,0,1464,,,15.88
" 29075 (1950 DA)",1.699,0.5075,12.15,356.54,224.83,0.837,2.56,2.21,27458,0,1173,8,4,17.28
" 33342 (1998 WT24)",0.7187,0.4177,7.37,81.66,167.52,0.419,1.02,0.609,9571,0,1982,16,1,18.02
" 35107 (1991 VH)",1.137,0.1437,13.92,139.31,207.03,0.973,1.30,1.21,12382,0,5382,5,0,16.87
" 35396 (1997 XF11)",1.442,0.4838,4.10,213.63,103.07,0.745,2.14,1.73,12356,0,2562,5,1,17.01
" 36183 (1999 TX16)",1.551,0.3323,38.22,54.64,311.21,1.036,2.07,1.93,9951,0,1822,,,16.30
" 38086 Beowulf (1999 JB)",1.42,0.5662,23.67,165.31,178.96,0.616,2.22,1.69,11667,0,1085,,,17.35
" 38091 (1999 JT3)",2.17,0.4011,9.33,64.82,225.02,1.299,3.04,3.2,16440,0,1087,,,16.30
" 39572 (1993 DQ1)",2.036,0.4928,10.03,313.50,344.84,1.033,3.04,2.91,11718,0,892,,,16.56
" 39796 (1997 TD)",2.251,0.4683,12.93,158.86,171.09,1.197,3.31,3.38,13785,0,2256,,,15.68
" 40263 (1999 FQ5)",1.495,0.1610,25.84,172.80,198.72,1.254,1.74,1.83,13733,0,1099,,,17.76
" 40267 (1999 GJ4)",1.339,0.8084,34.48,148.20,211.95,0.257,2.42,1.55,25619,0,3883,,,15.54
" 41429 (2000 GE2)",1.593,0.5556,2.17,351.79,297.37,0.708,2.48,2.01,9749,0,440,,,20.66
" 48603 (1995 BC2)",1.918,0.4297,5.02,328.21,81.84,1.094,2.74,2.66,13641,0,562,,,17.82
" 52387 Huitzilopochtli (1993 OM7)",1.282,0.1897,24.15,297.56,195.56,1.039,1.53,1.45,11748,0,1741,2,1,17.75
" 52750 (1998 KK17)",1.427,0.5249,11.17,141.31,334.16,0.678,2.18,1.7,11643,0,2416,,,16.67
" 52760 (1998 ML14)",2.409,0.6236,2.43,338.65,20.36,0.907,3.91,3.74,9768,0,708,11,7,17.52
" 52762 (1998 MT24)",2.416,0.6532,33.87,308.95,254.51,0.838,3.99,3.75,26299,0,1266,,,14.81
" 52768 (1998 OR2)",2.379,0.5757,5.88,26.93,174.57,1.010,3.75,3.67,13944,0,6095,8,0,16.02
" 53319 (1999 JM8)",2.724,0.6415,13.84,133.63,166.79,0.976,4.47,4.5,9486,0,1379,8,10,15.35
" 53430 (1999 TY16)",2.099,0.4032,60.41,241.92,156.97,1.253,2.95,3.04,8861,0,961,,,16.66
" 53789 (2000 ED104)",1.371,0.2692,40.78,190.02,218.36,1.002,1.74,1.6,25266,0,1197,,,17.35
" 54401 (2000 LM)",1.711,0.2623,18.95,240.84,67.09,1.262,2.16,2.24,13055,0,1193,,,17.23
" 54686 (2001 DU8)",1.777,0.3418,33.21,161.68,265.93,1.170,2.38,2.37,13364,0,1444,,,16.61
" 54789 (2001 MZ7)",1.776,0.2874,24.47,130.05,20.05,1.266,2.29,2.37,17140,0,9854,,,15.08
" 55408 (2001 TC2)",1.1,0.2246,30.39,193.82,353.55,0.853,1.35,1.15,16722,0,556,,,18.87
" 55532 (2001 WG2)",1.795,0.6952,38.54,81.41,132.37,0.547,3.04,2.4,26223,0,948,,,16.13
" 65679 (1989 UQ)",0.9148,0.2645,1.30,178.05,15.00,0.673,1.16,0.875,25574,0,1154,,,19.61
" 65803 Didymos (1996 GT)",1.643,0.3832,3.41,72.98,319.59,1.013,2.27,2.11,722,0,1647,2,0,18.11
" 66008 (1998 QH2)",1.426,0.3627,61.01,168.92,14.00,0.909,1.94,1.7,10678,0,1948,2,0,15.93
" 66146 (1998 TU3)",0.7875,0.4837,5.42,101.88,84.99,0.407,1.17,0.699,15321,0,2384,,,14.36
" 66251 (1999 GJ2)",1.536,0.1981,11.28,196.17,142.55,1.231,1.84,1.9,14722,0,3868,,,16.99
" 66272 (1999 JW6)",1.508,0.1433,51.31,66.38,68.43,1.291,1.72,1.85,9546,0,1221,,,17.22
" 66391 Moshup (1999 KW4)",0.6424,0.6884,38.88,244.90,192.65,0.200,1.08,0.515,9911,0,3868,37,0,16.64
" 66400 (1999 LT7)",0.8554,0.5725,9.06,79.79,341.42,0.366,1.35,0.791,13942,0,814,,,19.27
" 68063 (2000 YJ66)",2.334,0.4577,5.72,308.81,50.42,1.266,3.40,3.57,12668,0,3318,,,15.56
" 68216 (2001 CV26)",1.32,0.3267,17.99,18.13,48.76,0.889,1.75,1.52,8878,0,3052,5,0,16.57
" 68267 (2001 EA16)",1.51,0.4273,38.82,8.00,317.42,0.865,2.15,1.85,8844,0,773,3,1,16.99
" 68278 (2001 FC7)",1.436,0.1143,2.62,99.04,234.53,1.272,1.60,1.72,10565,0,1829,,,18.47
" 68346 (2001 KZ66)",1.507,0.4165,16.70,219.37,140.28,0.880,2.14,1.85,16613,0,1245,1,1,16.92
" 68348 (2001 LO7)",2.155,0.8409,25.36,236.23,181.67,0.343,3.97,3.16,25951,0,1584,,,14.27
" 68350 (2001 MK3)",1.67,0.2475,29.57,128.83,328.58,1.256,2.08,2.16,25799,0,7213,,,16.14
" 68548 (2001 XR31)",1.707,0.4367,22.71,302.02,24.70,0.962,2.45,2.23,11340,0,1377,,,16.56
" 68950 (2002 QF15)",1.057,0.3443,25.15,236.20,255.57,0.693,1.42,1.09,24191,0,2915,12,1,16.39
" 85182 (1991 AQ)",2.22,0.7776,3.12,339.38,243.25,0.494,3.95,3.31,12373,0,750,5,3,17.13
" 85275 (1994 LY)",1.891,0.4419,17.71,141.13,202.86,1.055,2.73,2.6,11425,0,10179,,,16.49
" 85628 (1998 KV2)",1.592,0.3316,13.03,66.73,50.60,1.064,2.12,2.01,9997,0,3564,,,17.28
" 85709 (1998 SG36)",1.646,0.3376,24.83,186.55,29.83,1.090,2.20,2.11,9873,0,6016,,,15.92
" 85713 (1998 SS49)",1.923,0.6388,10.79,40.95,103.13,0.695,3.15,2.67,9520,0,1497,3,0,15.77
" 85774 (1998 UT18)",1.403,0.3289,13.59,64.62,50.16,0.941,1.86,1.66,12846,0,900,4,4,19.09
" 85804 (1998 WQ5)",1.721,0.3544,27.66,285.68,269.84,1.111,2.33,2.26,13094,0,3849,,,15.35
" 85818 (1998 XM4)",1.657,0.4160,62.72,235.64,301.22,0.967,2.35,2.13,11817,0,1697,,,15.42
" 85839 (1998 YO4)",1.653,0.2481,9.32,28.50,199.69,1.243,2.06,2.13,11841,0,2882,,,16.58
" 85953 (1999 FK21)",0.7389,0.7030,12.60,180.43,172.43,0.219,1.26,0.635,19747,0,2125,,,18.09
" 85989 (1999 JD6)",0.8831,0.6329,17.07,130.14,309.26,0.324,1.44,0.83,12805,0,3843,11,4,17.07
" 85990 (1999 JV6)",1.009,0.3115,5.36,124.20,235.71,0.695,1.32,1.01,9026,0,1190,15,0,20.27
" 86039 (1999 NC43)",1.76,0.5789,7.13,311.62,120.82,0.741,2.78,2.33,9608,0,1724,,,15.95
" 86067 (1999 RM28)",1.817,0.3234,30.55,136.03,301.89,1.229,2.40,2.45,13141,0,1489,,,16.45
" 86324 (1999 WA2)",1.966,0.4345,34.61,293.64,75.31,1.112,2.82,2.76,9270,0,3552,,,15.83
" 86326 (1999 WK13)",1.844,0.3627,34.31,78.44,312.59,1.175,2.51,2.5,16535,0,1128,,,17.35
" 86666 (2000 FL10)",1.463,0.4270,29.01,186.90,258.89,0.838,2.09,1.77,9223,0,2114,2,1,16.88
" 86667 (2000 FO10)",0.8594,0.5946,14.29,208.30,172.49,0.348,1.37,0.797,13186,0,2444,,,17.54
" 86819 (2000 GK137)",1.996,0.5059,10.06,164.87,150.28,0.986,3.01,2.82,11324,0,862,,,17.48
" 86829 (2000 GR146)",1.463,0.5750,14.37,78.46,31.43,0.622,2.30,1.77,18665,0,2093,,,15.81
" 87309 (2000 QP)",0.8475,0.4632,34.74,294.27,188.17,0.455,1.24,0.78,18320,0,1157,,,17.59
" 87311 (2000 QJ1)",1.59,0.5121,7.70,191.41,343.51,0.776,2.40,2.01,15718,0,2312,,,16.50
" 88188 (2000 XH44)",2.008,0.3913,11.34,340.12,195.36,1.222,2.79,2.85,12350,0,3590,,,16.08
" 88213 (2001 AF2)",0.9539,0.5953,17.81,114.25,194.99,0.386,1.52,0.932,6624,0,354,,,19.48
" 88254 (2001 FM129)",1.182,0.6295,1.52,272.11,140.24,0.438,1.93,1.29,16796,0,921,1,1,17.77
" 88263 (2001 KQ1)",2.097,0.4326,38.79,232.82,241.58,1.190,3.00,3.04,9888,0,2518,,,15.69
" 88710 (2001 SL9)",1.061,0.2701,21.90,202.82,329.36,0.775,1.35,1.09,25878,0,2030,,,17.58
" 89355 (2001 VS78)",1.787,0.3083,22.66,103.03,85.00,1.236,2.34,2.39,17266,0,3268,,,15.79
" 89830 (2002 CE)",2.078,0.5070,43.64,19.89,5.85,1.024,3.13,2.99,15838,0,3251,,,15.01
" 89959 (2002 NT7)",1.735,0.5284,42.36,132.00,300.72,0.818,2.65,2.29,25971,0,1842,,,16.55
" 90075 (2002 VU94)",2.138,0.5742,8.86,226.50,31.14,0.910,3.37,3.13,25352,0,3547,1,0,15.38
" 90367 (2003 LC5)",1.156,0.4262,16.88,86.82,313.85,0.663,1.65,1.24,15319,0,1758,,,17.92
" 90403 (2003 YE45)",1.234,0.2800,19.01,286.22,306.84,0.889,1.58,1.37,12426,0,2175,2,2,17.78
" 90416 (2003 YK118)",1.695,0.4922,7.83,326.75,233.27,0.861,2.53,2.21,11353,0,937,2,0,18.86
" 96189 Pygmalion (1991 NT3)",1.821,0.3070,14.00,287.17,293.24,1.262,2.38,2.46,14227,0,1548,,,16.48
" 96590 (1998 XB)",0.9079,0.3512,13.60,75.68,202.72,0.589,1.23,0.865,12321,0,3843,8,7,16.28
" 99248 (2001 KY66)",1.866,0.5077,10.61,284.11,61.55,0.919,2.81,2.55,12329,0,3584,,,16.54
" 99907 (1989 VA)",0.7284,0.5947,28.80,225.58,2.87,0.295,1.16,0.622,12490,0,1305,,,17.93
